2010,1,Hydrocarbon oils,010,,,,,,,,2836130,2549239,2825735,2910507
2010,1,Alcoholic beverages,020,,,,,,,,235898,203514,238686,235898
2010,1,Other alcohol products,030,,,,,,,,11779,7500,14000,14000
2010,1,Tobacco,050,,,,,,,,2962847,3821558,3100000,3012000
2010,1,Total,,,,,,,,,6046654,6581811,6178421,6172405
2010,2,General Rates,030,,,,,,,,7174835,13899000,9205000,9375000
2010,2,Total,,,,,,,,,7174835,13899000,9205000,9375000
2010,3,Bets and sweeps tax,010,,,,,,,,12620289,12388000,12642000,13175000
2010,3,Profits tax,030,020,Earnings and profits tax,,,,,,104151492,71000000,75500000,78500000
2010,3,Personal assessment,030,030,Earnings and profits tax,,,,,,2151110,3200000,3600000,3180000
2010,3,Property tax,030,040,Earnings and profits tax,,,,,,832547,1200000,1600000,1500000
2010,3,Salaries tax,030,050,Earnings and profits tax,,,,,,39007872,35190000,39000000,39810000
2010,3,Sub-total,030,050,Earnings and profits tax,,,,,,146143021,110590000,119700000,122990000
2010,3,Estate duty,050,,Earnings and profits tax,,,,,,175973,80000,170000,70000
2010,3,Hotel accommodation tax,060,,Earnings and profits tax,,,,,,222870,,,
2010,3,Stamp duties,070,,Earnings and profits tax,,,,,,32162101,25000000,40500000,30000000
2010,3,Air passenger departure tax,080,,Earnings and profits tax,,,,,,1625470,1593588,1597032,1669243
2010,3,Total,,,,,,,,,192949724,149651588,174609032,167904243
2010,4,First registration,010,,,,,,,,4980925,4080832,4332466,4552883
2010,4,Total,,,,,,,,,4980925,4080832,4332466,4552883
2010,5,Court fines and statutory penalties,010,,,,,,,,500033,513573,457066,528959
2010,5,Forfeitures,020,,,,,,,,52450,30670,36872,28684
2010,5,Fixed penalty system (Traffic Contraventions),030,,,,,,,,238864,231775,239725,246888
2010,5,Fixed penalty system (Criminal Proceedings),040,,,,,,,,212188,234165,200548,206564
2010,5,Payments by civil servants,050,,,,,,,,2856,2316,2665,2100
2010,5,Total,,,,,,,,,1006391,1012499,936876,1013195
2010,6,Quarries and mining,020,,,,,,,,45503,50078,45000,46000
2010,6,Bridges and tunnels,030,,,,,,,,70794,259125,612384,1263806
2010,6,Petrol filling,070,,,,,,,,1549,1664,1587,1631
2010,6,Parking,100,,,,,,,,332976,245356,338254,344498
2010,6,Vehicle examination,170,,,,,,,,49088,54288,38791,38805
2010,6,Slaughterhouse concessions,201,,,,,,,,16500,16500,25125,28000
2010,6,Other royalties and concessions,202,,,,,,,,1872678,377330,423340,443560
2010,6,Total,,,,,,,,,2389088,1004341,1484481,2166300
2010,7,"Government land licences, government rents (other than those charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515) ) and rents from short term tenancies",010,,,,,,,,1807951,1619728,1603812,1724195
2010,7,Rents from government quarters,020,,,,,,,,748138,744171,719516,701515
2010,7,Rents from government properties,030,,,,,,,,1177409,1085662,1146773,1260987
2010,7,Investment income and interest,040,,,,,,,,23352113,16298000,17895726,15564000
2010,7,Returns on equity investments in statutory agencies/corporations,060,,,,,,,,2805961,2866300,3119833,3480989
2010,7,Recovery from Housing Authority under current financial arrangement,080,,,,,,,,470996,969978,864100,118472
2010,7,Government rents charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515),090,,,,,,,,5943721,5844000,5730000,6004000
2010,7,Total,,,,,,,,,36306289,29427839,31079760,28854158
2010,9,Repayments of loans and advances,010,,,,,,,,2230,508,635,143
2010,9,Pension contributions,020,,,,,,,,15701,14234,13926,12933
2010,9,Recovery of salaries and staff on-costs,030,,,,,,,,2231184,2310999,2194212,2216066
2010,9,Light and fuel in government buildings,040,,,,,,,,25894,23620,26440,26830
2010,9,Recovery of overpayments and losses,050,,,,,,,,829525,426898,853431,411654
2010,9,Transfers from Funds,080,,,,,,,,1800000,600000,0,0
2010,9,Other receipts,090,,,,,,,,3485530,1819890,6035644,1697128
2010,9,Payments in lieu of profits tax,110,001,Payments made by Trading Funds,,,,,,198993,79630,161875,68857
2010,9,Payments for “insurance” premium,110,002,Payments made by Trading Funds,,,,,,3028,3107,3107,3082
2010,9,Reimbursements by trading funds arising from policy on “insurance”,110,003,Payments made by Trading Funds,,,,,,574,847,44,188
2010,9,Total,,003,,,,,,,8592659,5279733,9289314,4436881
2010,10,Berthing fee,040,010,Marine ferry terminals,,,,,,46357,66773,48519,57307
2010,10,Embarkation fee,040,020,Marine ferry terminals,,,,,,140272,158786,125432,128941
2010,10,Others,040,030,Marine ferry terminals,,,,,,7450,6891,6923,7127
2010,10,Sub-total,040,030,Marine ferry terminals,,,,,,194079,232450,180874,193375
2010,10,Chargeable water,070,010,Waterworks,,,,,,2413824,2433900,2445200,2467200
2010,10,Fees and licences,070,020,Waterworks,,,,,,12816,13760,13760,13760
2010,10,Others,070,040,Waterworks,,,,,,8883,11246,8900,12000
2010,10,Sub-total,070,040,Waterworks,,,,,,2435523,2458906,2467860,2492960
