2007,21,1,Chief Executive’s Office,The aim is to provide support to the Chief Executive in policy formulation and delivery of pledges made in the Policy Address; to plan and implement arrangements for the Chief Executive’s public and social engagements; to co-ordinate the Government’s media and public relations strategy; and to ensure the efficient management of the Government House and the Chief Executive’s country residence at Fanling.,48.1,55.5,53.7,57.5
2007,21,2,Executive Council,The aim is to ensure the smooth operation of the Executive Council.,13.2,16.8,16.9,17.1
2007,21,0,total,,61.3,72.3,70.6,74.6
2007,22,1,"Agriculture, Fisheries and Fresh Food Wholesale Markets",The aim is to facilitate agricultural and fisheries production and improve productivity.,183.3,376.1,238.1,358.3
2007,22,2,Nature Conservation and Country Parks,"The aim is to conserve flora, fauna and natural habitats; to designate and manage country parks, special areas, marine parks and marine reserves; and to control international trade in endangered species of animals and plants in Hong Kong.",392.6,415.2,406.5,418.8
2007,22,3,"Animal, Plant and Fisheries Regulation and Technical Services","The aim is to monitor the welfare of, and control the diseases in, animals and plants through enforcement of relevant legislation; protect public health; protect and regulate fisheries; and provide technical services.",166.7,165.0,476.8,662.3
2007,22,0,total,,742.6,956.3,1121.4,1439.4
2007,23,1,Auxiliary Medical Service,"The aim is to augment the existing medical and health services for maintaining the health care and well-being of the territory, especially in times of emergency, having regard to internal security considerations.",59.8,59.0,58.9,59.2
2007,23,0,total,,59.8,59.0,58.9,59.2
2007,24,1,Regularity Audit,The aim is to provide the Legislative Council with an overall assurance that the Government’s financial and accounting transactions and those of funds of a public or quasi-public nature are proper and that they conform to accepted accounting standards.,36.5,34.0,32.6,33.3
2007,24,2,Value for Money Audit,"The aim is to provide the Legislative Council with independent information, advice and assurance about the economy, efficiency and effectiveness with which any bureau/department of the Government, agency, other public body, public office, or audited organisation has discharged its functions.",74.3,81.9,78.2,79.8
2007,24,0,total,,110.8,115.9,110.8,113.1
2007,25,1,Monitoring and Advisory Services,"The aim is to provide effective professional and technical advice to the Government and quasi-government organisations and to oversee subvented, joint-venture and entrusted projects.",171.7,169.4,168.3,172.1
2007,25,2,Facilities Upkeep,The aim is to provide efficient and cost-effective professional and project management services for the maintenance and refurbishment of buildings and facilities.,708.2,704.5,704.5,703.1
2007,25,3,Facilities Development,"The aim is to provide efficient, cost-effective and timely architectural and associated professional and project management services for the design and construction of buildings and related facilities.",488.5,475.7,474.0,485.9
2007,25,0,total,,1368.4,1349.6,1346.8,1361.1
2007,26,1,Trade Statistics,"The aim is to process import/export declarations and cargo manifests, to safeguard the Government’s revenue from import/export declaration charges, and to produce and analyse trade statistics.",120.0,144.6,117.0,144.8
2007,26,2,Social Statistics,"The aim is to produce and analyse demographic, labour force and social statistics, and to maintain a register of quarters as a sampling frame for conducting household surveys.",70.1,128.9,130.3,64.1
2007,26,3,National Accounts and Balance of Payments Statistics,"The aim is to produce and analyse Gross Domestic Product (GDP), Gross National Product (GNP), Balance of Payments (BoP) and related statistics in a timely and accurate manner, and to assist in the preparation of Government’s forecasts of various economic aggregates.",67.9,68.8,65.8,68.7
