2011,1,Hydrocarbon oils,010,,,,,,,,2840951,2910507,3001829,3101799
2011,1,Alcoholic beverages,020,,,,,,,,256330,235898,285027,289558
2011,1,Other alcohol products,030,,,,,,,,13045,14000,9535,9535
2011,1,Tobacco,050,,,,,,,,3354551,3012000,3664147,4396976
2011,1,Total,,,,,,,,,6464877,6172405,6960538,7797868
2011,2,General Rates,030,,,,,,,,9957161,9375000,9385000,11011000
2011,2,Total,,,,,,,,,9957161,9375000,9385000,11011000
2011,3,Bets and sweeps tax,010,,,,,,,,12767135,13175000,14629000,14240000
2011,3,Profits tax,030,020,Earnings and profits tax,,,,,,76605363,78500000,93500000,96900000
2011,3,Personal assessment,030,030,Earnings and profits tax,,,,,,3655847,3180000,3850000,3830000
2011,3,Property tax,030,040,Earnings and profits tax,,,,,,1677621,1500000,1650000,1650000
2011,3,Salaries tax,030,050,Earnings and profits tax,,,,,,41245415,39810000,47000000,43220000
2011,3,Sub-total,030,050,Earnings and profits tax,,,,,,123184246,122990000,146000000,145600000
2011,3,Estate duty,050,,Earnings and profits tax,,,,,,185040,70000,190000,50000
2011,3,Stamp duties,070,,Earnings and profits tax,,,,,,42382613,30000000,51000000,40000000
2011,3,Air passenger departure tax,080,,Earnings and profits tax,,,,,,1616767,1669243,1809043,1879118
2011,3,Total,,,,,,,,,180135801,167904243,213628043,201769118
2011,4,First registration,010,,,,,,,,4816338,4552883,6199158,7493607
2011,4,Total,,,,,,,,,4816338,4552883,6199158,7493607
2011,5,Court fines and statutory penalties,010,,,,,,,,480409,528959,503622,500155
2011,5,Forfeitures,020,,,,,,,,257463,28684,166252,34389
2011,5,Fixed penalty system (Traffic Contraventions) .,030,,,,,,,,241185,246888,239598,246781
2011,5,Fixed penalty system (Criminal Proceedings),040,,,,,,,,201189,206564,196758,202660
2011,5,Payments by civil servants,050,,,,,,,,2569,2100,2069,1694
2011,5,Total,,,,,,,,,1182815,1013195,1108299,985679
2011,6,Quarries and mining,020,,,,,,,,45731,46000,48800,55200
2011,6,Bridges and tunnels,030,,,,,,,,698948,1263806,1314124,1316877
2011,6,Petrol filling,070,,,,,,,,1620,1631,1745,1789
2011,6,Parking,100,,,,,,,,359599,344498,353002,352920
2011,6,Vehicle examination,170,,,,,,,,42264,38805,39394,39394
2011,6,Slaughterhouse concessions,201,,,,,,,,26478,28000,30372,30372
