2012,21,1,Chief Executive’s Office,"The aim is to provide support to the Chief Executive in policy formulation and delivery of pledges made in the Policy Address; to plan and implement arrangements for the Chief Executive’s public and social engagements; to co-ordinate the Government’s media and public relations strategy; and to ensure the efficient management of the Chief Executive’s Office building, the Government House and the Chief Executive’s country residence at Fanling.",64.4,67.1,71.8,74.2
2012,21,2,Executive Council,The aim is to ensure the smooth operation of the Executive Council.,18.0,18.1,18.4,18.9
2012,21,0,total,,82.4,85.2,90.2,93.1
2012,22,1,"Agriculture, Fisheries and Fresh Food Wholesale Markets",The aim is to facilitate agricultural and fisheries production and improve productivity.,192.3,212.3,218.5,1420.4
2012,22,2,Nature Conservation and Country Parks,"The aim is to conserve flora, fauna and natural habitats; to designate and manage country parks, special areas, marine parks and marine reserves; and to control international trade in endangered species of animals and plants in Hong Kong.",479.9,509.7,515.9,531.0
2012,22,3,"Animal, Plant and Fisheries Regulation and Technical Services",The aim is to safeguard the welfare of animals and control the diseases in animals and plants through the enforcement of relevant legislation; protect public health; protect and regulate fisheries; and provide technical services.,218.9,242.2,243.2,260.4
2012,22,0,total,,891.1,964.2,977.6,2211.8
2012,23,1,Auxiliary Medical Service,"The aim is to augment the existing medical and health services for maintaining the health care and well-being of the territory, especially in times of emergency, having regard to internal security considerations.",64.6,66.4,66.9,72.0
2012,23,0,total,,64.6,66.4,66.9,72.0
2012,24,1,Regularity Audit,The aim is to provide the Legislative Council with an overall assurance that the Government’s financial and accounting transactions and those of funds of a public or quasi-public nature are proper and that they conform to accepted accounting standards.,37.4,37.8,38.8,41.2
2012,24,2,Value for Money Audit,"The aim is to provide the Legislative Council with independent information, advice and assurance about the economy, efficiency and effectiveness with which any bureau/department of the Government, agency, other public body, public office or audited organisation has discharged its functions.",82.5,83.3,86.8,88.4
2012,24,0,total,,119.9,121.1,125.6,129.6
2012,25,1,Monitoring and Advisory Services,"The aim is to provide effective professional and technical advice to the Government and quasi-government organisations and to oversee subvented, joint-venture and entrusted projects.",198.7,203.4,213.2,213.4
2012,25,2,Facilities Upkeep,The aim is to provide efficient and cost-effective professional and project management services for the maintenance and refurbishment of buildings and facilities.,805.7,824.7,840.1,861.5
2012,25,3,Facilities Development,"The aim is to provide efficient, cost-effective and timely architectural and associated professional and project management services for the design and construction of buildings and related facilities.",548.7,537.3,563.2,569.0
2012,25,0,total,,1553.1,1565.4,1616.5,1643.9
2012,26,1,Trade Statistics,"The aim is to process import/export declarations and cargo manifests, to safeguard the Government’s revenue from import/export declaration charges, and to produce and analyse trade statistics.",132.6,150.1,139.1,157.1
2012,26,2,Social Statistics,"The aim is to produce and analyse demographic, labour force and social statistics, and to maintain a register of quarters as a sampling frame for conducting household surveys.",134.9,385.8,347.3,98.7
2012,26,3,National Accounts and Balance of Payments Statistics,"The aim is to produce and analyse Gross Domestic Product (GDP), Gross National Product (GNP), BoP and related statistics in a timely and accurate manner, and to assist in the preparation of Government’s forecasts of various economic aggregates.",66.5,72.0,70.3,78.8
2012,26,4,General Statistical Services,The aim is to provide statistical consultancy services and to maintain quality standards in statistical work.,28.0,35.0,31.9,35.9
2012,26,5,Price/Industry/Service Statistics,"The aim is to produce and analyse price, industry and service statistics.",121.9,120.0,120.3,133.7
2012,26,6,Labour Statistics,"The aim is to produce and analyse statistics on employment, vacancies, wage, labour earnings and manpower requirements and to maintain a Central Register of Establishments (CRE) as a sampling frame for conducting establishment surveys.",60.2,64.7,64.0,72.2
2012,26,0,total,,544.1,827.6,772.9,576.4
2012,27,1,Civil Aid Service,"The aim is to provide an effective auxiliary force to augment the Government’s regular emergency services in emergency situations, to provide civic services to government departments and outside agencies, and to provide young people with the opportunity to develop self-confidence and civic-mindfulness through participation in the Civil Aid Service (CAS) Cadet Corps.",78.3,81.7,82.5,88.4
2012,27,0,total,,78.3,81.7,82.5,88.4
2012,28,1,Flight Standards,"The aim is to set and enforce flight and airworthiness standards in compliance with international civil aviation safety requirements, and to keep the relevant legislation and operational requirements up-to-date.",76.1,87.1,83.5,92.6
2012,28,2,Airport Standards,"The aim is to set and enforce aerodrome safety and aviation security standards, and to keep up-to-date the related legislation.",32.7,33.8,34.7,36.3
2012,28,3,Air Traffic Management,"The aim is to maintain a safe, orderly and expeditious flow of air traffic within the Hong Kong Flight Information Region (HKFIR) through the provision of quality air navigation services and aeronautical information services, and to co-ordinate search and rescue operations in the event of aircraft accidents.",306.8,334.4,346.9,368.4
2012,28,4,Air Traffic Engineering and Standards,"The aim is to maintain the air navigation services systems up to the highest standard, to ensure the smooth and timely completion of engineering projects within budget, to set and enforce air navigation services standards in compliance with international civil aviation safety requirements and to regulate the air navigation services and operations.",238.9,265.8,267.3,285.2
2012,28,5,Air Services,The aim is to implement air services arrangements and aviation policy to enable air services to be operated to meet demand and to promote Hong Kong as an international and regional aviation centre.,33.8,36.2,36.6,36.2
2012,28,6,Air Passenger Departure Tax Administration,The aim is to ensure effective administration of the Air Passenger Departure Tax (APDT) collection pursuant to the Air Passenger Departure Tax Ordinance (Cap. 140).,1.5,1.5,1.5,1.6
2012,28,0,total,,689.8,758.8,770.5,820.3
2012,30,1,Prison Management,The aim is to provide safe and humane custody of all persons committed or sentenced by the courts and persons detained under the Immigration Ordinance (Cap. 115).,1998.5,2096.5,2182.8,2210.8
2012,30,2,Re-integration,The aim is to facilitate the re-integration of prisoners and inmates into the community as law-abiding citizens.,796.3,799.4,825.0,848.1
2012,30,0,total,,2794.8,2895.9,3007.8,3058.9
2012,31,1,Control and Enforcement,"The aims are to prevent and detect the smuggling of contraband, including narcotics, firearms, strategic goods, dutiable commodities, articles which infringe copyright or trade descriptions, and any other articles the importation or exportation of which is prohibited by law, through actions at control points and regular land and maritime patrols within the territory of Hong Kong.",1727.9,1847.7,1872.7,2042.2
2012,31,2,Anti-narcotics Investigation,"The aims are to suppress illicit trafficking in and abuse of dangerous drugs, to combat money laundering and to prevent diversion of controlled chemicals for the illicit manufacture of dangerous drugs.",146.3,146.0,155.1,156.6
2012,31,3,Intellectual Property Rights and Consumer Protection,"The aims are to prevent and detect copyright and trade mark infringement; to collaborate with trade mark and copyright owners, relevant organisations and law enforcement agencies in or outside Hong Kong in order to combat trade mark counterfeiting and copyright piracy; and to enforce consumer protection legislation relating to weights and measures, toys and children’s products safety, consumer goods safety and trade descriptions.",225.0,254.8,262.9,275.0
2012,31,4,Revenue Protection and Collection,The aims are to collect and protect revenue from dutiable commodities stipulated in the Dutiable Commodities Ordinance (Cap. 109) and to assess the provisional taxable values of motor vehicles under the Motor Vehicles (First Registration Tax) Ordinance (Cap. 330).,121.2,129.1,148.6,151.8
2012,31,5,Trade Controls,The aims are to secure and maintain the integrity and credibility of the various trade controls and import and export control systems operated in Hong Kong in fulfilment of international obligations and for public health and safety reasons; as well as to collect import and export declarations and declaration charges under the Import and Export (Registration) Regulations (Cap. 60E) and clothing levies under the Industrial Training (Clothing Industry) Ordinance (Cap. 318).,153.7,188.1,150.0,153.6
2012,31,0,total,,2374.1,2565.7,2589.3,2779.2
2012,33,1,Tourism and Recreational Development,"The aim is to plan, design and implement the tourism and recreational developments in Aberdeen and Lei Yue Mun, and carry out the site formation for Kai Tak cruise terminal development, as well as to provide engineering input to the Ocean Park redevelopment project in the Southern District.",36.5,38.7,38.5,41.0
2012,33,2,Port and Marine Facilities,"The aim is to implement the port development programme; design, construct and maintain public marine facilities, including seawalls, mooring areas and piers; maintain adequate water depth in navigation channels in the harbour; and provide advice and services to other departments on matters relating to marine works.",171.2,178.2,181.4,187.7
2012,33,3,Provision of Land and Infrastructure,The aim is to provide land and supporting infrastructure for development.,289.6,299.5,312.0,331.3
2012,33,4,Slope Safety and Geotechnical Standards,"The aim is to exercise geotechnical control on private and public developments, register slopes, implement the Landslip Prevention and Mitigation Programme (LPMitP), provide landslide emergency service, investigate serious landslides, set geotechnical standards, undertake public education and advise private slope owners on slope safety.",286.1,290.7,299.4,307.9
2012,33,5,Greening and Technical Services,"The aim is to develop greening master plans and implement other greening measures to improve the environment of Hong Kong, provide ground investigation, construction materials testing, geological surveys and other geotechnical services, and manage Hong Kong’s marine fill resources and mud disposal capacity.",110.6,107.7,109.6,113.2
2012,33,6,"Supervision of Mining, Quarrying and Explosives","The aim is to supervise contracts for quarrying in Hong Kong, enforce the Mining Ordinance (Cap. 285), enforce the Dangerous Goods Ordinance (Cap. 295) in connection with the use of explosives, and safeguard the public from the misuse of explosives.",51.3,52.8,57.7,61.4
2012,33,7,Management of Construction and Demolition Materials,The aim is to ensure good management and utilisation of inert construction and demolition materials.,673.9,1000.1,759.3,833.4
2012,33,8,Advice on Development Proposals,The aim is to advise on development proposals.,28.5,28.8,29.9,30.1
2012,33,0,total,,1647.7,1996.5,1787.8,1906.0
2012,37,1,Statutory Functions,The aim is to enforce legislation to ensure a high standard of public health protection.,446.9,502.6,536.3,559.5
2012,37,2,Disease Prevention,"The aim is to prevent and control diseases, and reduce preventable diseases and premature deaths.",1656.5,2241.6,1817.2,2415.9
2012,37,3,Health Promotion,The aim is to promote health and increase health awareness in the community and among specific target groups.,243.2,292.8,319.9,363.5
2012,37,4,Curative Care,The aim is to provide specialised outpatient treatment for various illnesses.,671.3,725.1,687.2,754.7
2012,37,5,Rehabilitation,The aim is to provide comprehensive assessment for children with developmental problems and disabilities.,78.8,82.3,86.8,88.8
2012,37,6,Treatment of Drug Abusers,The aim is to contribute to Government’s overall strategy for the control of drug abuse.,132.1,132.4,137.1,137.0
2012,37,7,Medical and Dental Treatment for Civil Servants,The aim is to provide medical and dental services for serving and retired civil servants and other eligible persons.,730.9,886.5,840.8,974.4
2012,37,8,Personnel Management of Civil Servants Working in Hospital Authority,"The aim is to discharge the personnel management responsibility for the civil servants working in the Hospital Authority (HA) to maintain their morale and efficiency to facilitate the smooth operation of all public hospitals in a mixed staff situation, and to look after the interests of these civil servants.",6.9,7.0,7.4,7.4
2012,37,0,total,,3966.6,4870.3,4432.7,5301.2
2012,39,1,Stormwater Drainage,"The aim is to investigate, plan, design, construct, operate and maintain stormwater drainage, flood relief channels and other flood control installations; to set and ensure compliance with stormwater drainage standards; and to minimise flooding risks.",412.9,406.0,419.0,434.9
