2014,21,1,Chief Executive’s Office,"The aim is to provide support to the Chief Executive in policy formulation and delivery of pledges made in the Policy Address; to plan and implement arrangements for the Chief Executive’s public and social engagements; to co-ordinate the Government’s media and public relations strategy; and to ensure the efficient management of the Chief Executive’s Office building, the Government House and the Chief Executive’s country residence at Fanling.",72.7,72.7,74.4,78.3
2014,21,2,Executive Council,The aim is to ensure the smooth operation of the Executive Council.,19.7,21.8,20.9,20.8
2014,21,0,total,,92.4,94.5,95.3,99.1
2014,22,1,"Agriculture, Fisheries and Fresh Food Wholesale Markets",The aim is to facilitate agricultural and fisheries production and improve productivity.,1170.7,753.4,326.4,519.0
2014,22,2,Nature Conservation and Country Parks,"The aim is to conserve flora, fauna and natural habitats; to designate and manage country parks, special areas, marine parks and marine reserves; and to control international trade in endangered species of animals and plants in Hong Kong.",525.0,552.1,547.6,583.0
2014,22,3,"Animal, Plant and Fisheries Regulation and Technical Services","The aim is to safeguard the welfare of animals, and control the diseases in animals and plants through the enforcement of relevant legislation; protect public health; protect and regulate fisheries; and provide technical services.",268.8,273.7,277.6,293.8
2014,22,0,total,,1964.5,1579.2,1151.6,1395.8
2014,23,1,Auxiliary Medical Service,"The aim is to augment the existing medical and health services for maintaining the health care and well-being of the territory, especially in times of emergency, having regard to internal security considerations.",72.0,75.2,74.6,80.6
2014,23,0,total,,72.0,75.2,74.6,80.6
2014,24,1,Regularity Audit,The aim is to provide the Legislative Council with an overall assurance that the Government’s financial and accounting transactions and those of funds of a public or quasi-public nature are proper and that they conform to accepted accounting standards.,42.4,43.8,45.3,46.9
2014,24,2,Value for Money Audit,"The aim is to provide the Legislative Council with independent information, advice and assurance about the economy, efficiency and effectiveness with which any bureau/department of the Government, agency, other public body, public office or audited organisation has discharged its functions.",90.6,93.6,95.3,97.5
2014,24,0,total,,133.0,137.4,140.6,144.4
2014,25,1,Monitoring and Advisory Services,"The aim is to provide effective professional and technical advice to the Government and quasi-government organisations and to oversee subvented, joint-venture and entrusted projects.",224.3,227.8,235.8,248.4
2014,25,2,Facilities Upkeep,The aim is to provide efficient and cost-effective professional and project management services for the maintenance and refurbishment of buildings and facilities.,873.1,908.2,914.8,938.6
2014,25,3,Facilities Development,"The aim is to provide efficient, cost-effective and timely architectural and associated professional and project management services for the design and construction of buildings and related facilities.",576.0,598.0,608.9,619.7
2014,25,0,total,,1673.4,1734.0,1759.5,1806.7
2014,26,1,Trade Statistics,"The aim is to process import/export declarations and cargo manifests, to safeguard the Government’s revenue from import/export declaration charges, and to produce and analyse trade statistics.",148.4,165.4,145.6,161.4
2014,26,2,Social Statistics,"The aim is to produce and analyse demographic, labour force and social statistics, and to maintain a register of quarters as a sampling frame for conducting household surveys.",86.9,79.2,78.2,109.2
